timestamp,value,is_anomaly
2024-01-01 00:00:00,73.49014245903369,0
2024-01-01 00:01:00,72.21311229177958,0
2024-01-01 00:02:00,75.19639794994511,0
2024-01-01 00:03:00,78.44290271508132,0
2024-01-01 00:04:00,73.78443874747855,0
2024-01-01 00:05:00,74.38775907290193,0
2024-01-01 00:06:00,80.41888397336895,0
2024-01-01 00:07:00,78.56009710310946,0
2024-01-01 00:08:00,75.40911358321229,0
2024-01-01 00:09:00,78.98594808054786,0
2024-01-01 00:10:00,76.48759944448734,0
2024-01-01 00:11:00,76.97705063677613,0
2024-01-01 00:12:00,79.571357873985,0
2024-01-01 00:13:00,73.54984554024072,0
2024-01-01 00:14:00,74.53037893021879,0
2024-01-01 00:15:00,78.40330735602656,0
2024-01-01 00:16:00,77.40478589401687,0
2024-01-01 00:17:00,81.70580879822445,0
2024-01-01 00:18:00,78.32419829809656,0
2024-01-01 00:19:00,77.06085375487665,0
2024-01-01 00:20:00,85.9075114697162,0
2024-01-01 00:21:00,81.00850270982671,0
2024-01-01 00:22:00,82.02545712135066,0
2024-01-01 00:23:00,77.6469024545044,0
2024-01-01 00:24:00,80.34711911070717,0
2024-01-01 00:25:00,82.3327677691296,0
2024-01-01 00:26:00,78.52728655201581,0
2024-01-01 00:27:00,83.0482410681818,0
2024-01-01 00:28:00,80.02095643753047,0
2024-01-01 00:29:00,80.81075036190649,0
2024-01-01 00:30:00,79.70544532626334,0
2024-01-01 00:31:00,86.85459941240933,0
2024-01-01 00:32:00,81.0077788504464,0
2024-01-01 00:33:00,77.58993401357094,0
2024-01-01 00:34:00,82.9109139913297,0
2024-01-01 00:35:00,76.42763899383641,0
2024-01-01 00:36:00,80.33172321277216,0
2024-01-01 00:37:00,73.4106759025748,0
2024-01-01 00:38:00,74.8609129125916,0
2024-01-01 00:39:00,78.96482360509427,0
2024-01-01 00:40:00,80.09325226291095,0
2024-01-01 00:41:00,77.87237279335989,0
2024-01-01 00:42:00,76.47059189385243,0
2024-01-01 00:43:00,75.35448182888285,0
2024-01-01 00:44:00,71.2456795557445,0
2024-01-01 00:45:00,72.93063731856535,0
2024-01-01 00:46:00,73.10498255876918,0
2024-01-01 00:47:00,77.045179824514,0
2024-01-01 00:48:00,74.28418720434844,0
2024-01-01 00:49:00,67.33878472920493,0
2024-01-01 00:50:00,72.97225190818439,0
2024-01-01 00:51:00,70.21684796345791,0
2024-01-01 00:52:00,68.71590166343908,0
2024-01-01 00:53:00,71.96121572066536,0
2024-01-01 00:54:00,72.6060996958393,0
2024-01-01 00:55:00,71.70367041359913,0
2024-01-01 00:56:00,65.8011019034853,0
2024-01-01 00:57:00,66.81456995679564,0
2024-01-01 00:58:00,68.17625355319355,0
2024-01-01 00:59:00,69.56836743157712,0
2024-01-01 01:00:00,64.6846247635394,0
2024-01-01 01:01:00,65.06878317252165,0
2024-01-01 01:02:00,61.83552401869504,0
2024-01-01 01:03:00,61.12169385354387,0
2024-01-01 01:04:00,66.7324450394247,0
2024-01-01 01:05:00,67.978550141963,0
2024-01-01 01:06:00,63.34069038023885,0
2024-01-01 01:07:00,66.24753189323744,0
2024-01-01 01:08:00,64.03663755048271,0
2024-01-01 01:09:00,60.76687587730211,0
2024-01-01 01:10:00,63.5736216535737,0
2024-01-01 01:11:00,66.9282780881116,0
2024-01-01 01:12:00,62.06964937538326,0
2024-01-01 01:13:00,66.77278395429724,0
2024-01-01 01:14:00,54.16049740344805,0
2024-01-01 01:15:00,64.46570751312566,0
2024-01-01 01:16:00,62.280873920431794,0
2024-01-01 01:17:00,61.18183093545762,0
2024-01-01 01:18:00,62.452409822319616,0
2024-01-01 01:19:00,56.35146164491101,0
2024-01-01 01:20:00,61.83041917353593,0
2024-01-01 01:21:00,63.77357285565272,0
2024-01-01 01:22:00,67.38541160956436,0
2024-01-01 01:23:00,61.68212254474042,0
2024-01-01 01:24:00,61.13123993630029,0
2024-01-01 01:25:00,62.404558925496914,0
2024-01-01 01:26:00,67.04107392534833,0
2024-01-01 01:27:00,65.69656705476493,0
2024-01-01 01:28:00,63.56524832941199,0
2024-01-01 01:29:00,67.16556240185317,0
2024-01-01 01:30:00,66.41338012511937,0
2024-01-01 01:31:00,69.54766702180869,0
2024-01-01 01:32:00,65.07630397735078,0
2024-01-01 01:33:00,66.75922064455597,0
2024-01-01 01:34:00,67.14243001375675,0
2024-01-01 01:35:00,64.51928521185417,0
2024-01-01 01:36:00,70.40146195954517,0
2024-01-01 01:37:00,70.90935267068242,0
2024-01-01 01:38:00,70.76200803428434,0
2024-01-01 01:39:00,70.66833340458142,0
2024-01-01 01:40:00,67.75388777384876,0
2024-01-01 01:41:00,71.36596922699705,0
2024-01-01 01:42:00,72.22518878606273,0
2024-01-01 01:43:00,71.46698133819238,0
2024-01-01 01:44:00,74.00304173665052,0
2024-01-01 01:45:00,76.3023225141931,0
2024-01-01 01:46:00,81.33980323047837,0
2024-01-01 01:47:00,76.78152635414624,0
2024-01-01 01:48:00,77.59018791318545,0
2024-01-01 01:49:00,77.13493020249146,0
2024-01-01 01:50:00,72.1215388770276,0
2024-01-01 01:51:00,78.29469827113925,0
2024-01-01 01:52:00,79.02616168910997,0
2024-01-01 01:53:00,86.67941261166997,0
2024-01-01 01:54:00,79.12804953341453,0
2024-01-01 01:55:00,80.9948119707503,0
2024-01-01 01:56:00,80.33914394590441,0
2024-01-01 01:57:00,77.25703268758004,0
2024-01-01 01:58:00,84.47673896820525,0
2024-01-01 01:59:00,83.55356395694284,0
2024-01-01 02:00:00,83.88366100408068,0
2024-01-01 02:01:00,78.9576692469021,0
2024-01-01 02:02:00,86.03125544009518,0
2024-01-01 02:03:00,77.71559382476794,0
2024-01-01 02:04:00,83.74083856568353,0
2024-01-01 02:05:00,88.57136687742994,0
2024-01-01 02:06:00,79.00865830889066,0
2024-01-01 02:07:00,80.22225382433646,0
2024-01-01 02:08:00,82.12182660254982,0
2024-01-01 02:09:00,80.17540464893771,0
2024-01-01 02:10:00,76.85857486975314,0
2024-01-01 02:11:00,81.5034537833006,0
2024-01-01 02:12:00,77.86135938348188,0
2024-01-01 02:13:00,82.18384409234419,0
2024-01-01 02:14:00,77.68500655231874,0
2024-01-01 02:15:00,84.73997315880209,0
2024-01-01 02:16:00,77.35537255074918,0
2024-01-01 02:17:00,78.32350172559708,0
